deso,kommun,lan,kommunnamn,lannamn,2_doser,minst_1_dos
1780C1290,1780,17,Karlstad,Värmland,0.8,0.91
0183C1180,0183,01,Sundbyberg,Stockholm,0.53,0.69
0180C5990,0180,01,Stockholm,Stockholm,0.73,0.83
0484C1440,0484,04,Eskilstuna,Södermanland,0.79,0.9
0180C6100,0180,01,Stockholm,Stockholm,0.3,0.43
0186C1220,0186,01,Lidingö,Stockholm,0.73,0.86
0180C6000,0180,01,Stockholm,Stockholm,0.59,0.72
0180C6010,0180,01,Stockholm,Stockholm,0.68,0.82
0484C1450,0484,04,Eskilstuna,Södermanland,0.69,0.82
0184C1320,0184,01,Solna,Stockholm,0.7,0.81
1780C1270,1780,17,Karlstad,Värmland,0.74,0.85
1780C1310,1780,17,Karlstad,Värmland,0.86,0.94
1780C1340,1780,17,Karlstad,Värmland,0.67,0.81
0486A0050,0486,04,Strängnäs,Södermanland,0.73,0.83
0380C1190,0380,03,Uppsala,Uppsala,0.76,0.87
1904C1010,1904,19,Skinnskatteberg,Västmanland,0.69,0.8
0184C1380,0184,01,Solna,Stockholm,0.67,0.82
0484C1430,0484,04,Eskilstuna,Södermanland,0.56,0.69
0180C6080,0180,01,Stockholm,Stockholm,0.64,0.75
0180C6060,0180,01,Stockholm,Stockholm,0.68,0.8
0380C1890,0380,03,Uppsala,Uppsala,0.78,0.89
0380C1400,0380,03,Uppsala,Uppsala,0.72,0.85
1784A0060,1784,17,Arvika,Värmland,0.85,0.9
0183C1250,0183,01,Sundbyberg,Stockholm,0.44,0.62
1780C1240,1780,17,Karlstad,Värmland,0.87,0.95
0184C1390,0184,01,Solna,Stockholm,0.62,0.78
0184C1360,0184,01,Solna,Stockholm,0.71,0.83
0484C1420,0484,04,Eskilstuna,Södermanland,0.73,0.85
0183C1230,0183,01,Sundbyberg,Stockholm,0.51,0.71
1780C1230,1780,17,Karlstad,Värmland,0.77,0.91
1984A0020,1984,19,Arboga,Västmanland,0.81,0.9
0184C1370,0184,01,Solna,Stockholm,0.64,0.78
0486C1090,0486,04,Strängnäs,Södermanland,0.67,0.79
0162C1010,0162,01,Danderyd,Stockholm,0.73,0.87
1780B2020,1780,17,Karlstad,Värmland,0.7,0.81
1765C1010,1765,17,Årjäng,Värmland,0.78,0.88
0180C6290,0180,01,Stockholm,Stockholm,0.62,0.72
0123C1010,0123,01,Järfälla,Stockholm,0.69,0.81
0186C1200,0186,01,Lidingö,Stockholm,0.81,0.92
1780C1350,1780,17,Karlstad,Värmland,0.85,0.95
1984C1070,1984,19,Arboga,Västmanland,0.58,0.71
0162C1020,0162,01,Danderyd,Stockholm,0.75,0.86
1984C1060,1984,19,Arboga,Västmanland,0.81,0.9
0184C1420,0184,01,Solna,Stockholm,0.72,0.87
0180C6090,0180,01,Stockholm,Stockholm,0.3,0.42
0180C6120,0180,01,Stockholm,Stockholm,0.37,0.49
0120C1230,0120,01,Värmdö,Stockholm,0.64,0.76
0123C1020,0123,01,Järfälla,Stockholm,0.66,0.79
0186C1230,0186,01,Lidingö,Stockholm,0.82,0.92
0162C1040,0162,01,Danderyd,Stockholm,0.6,0.77
1780C1320,1780,17,Karlstad,Värmland,0.7,0.88
0180C6150,0180,01,Stockholm,Stockholm,0.28,0.42
0180C6170,0180,01,Stockholm,Stockholm,0.34,0.47
0180C6140,0180,01,Stockholm,Stockholm,0.42,0.54
1780C1330,1780,17,Karlstad,Värmland,0.58,0.8
0180C6180,0180,01,Stockholm,Stockholm,0.33,0.44
1780C1370,1780,17,Karlstad,Värmland,0.51,0.77
0180C6230,0180,01,Stockholm,Stockholm,0.3,0.46
0180C6210,0180,01,Stockholm,Stockholm,0.35,0.47
0180C6190,0180,01,Stockholm,Stockholm,0.74,0.87
1765C1020,1765,17,Årjäng,Värmland,0.71,0.82
0186C1240,0186,01,Lidingö,Stockholm,0.77,0.87
1780B2010,1780,17,Karlstad,Värmland,0.76,0.86
1960C1010,1960,19,Kungsör,Västmanland,0.72,0.83
1780C1280,1780,17,Karlstad,Värmland,0.86,0.94
0120C1210,0120,01,Värmdö,Stockholm,0.73,0.84
0184C1430,0184,01,Solna,Stockholm,0.78,0.88
0180C6390,0180,01,Stockholm,Stockholm,0.47,0.61
0180C6130,0180,01,Stockholm,Stockholm,0.63,0.75
0180C6260,0180,01,Stockholm,Stockholm,0.32,0.44
0123C1030,0123,01,Järfälla,Stockholm,0.72,0.83
0180C6250,0180,01,Stockholm,Stockholm,0.43,0.56
0186C1260,0186,01,Lidingö,Stockholm,0.79,0.9
0484C1460,0484,04,Eskilstuna,Södermanland,0.77,0.85
0162C1050,0162,01,Danderyd,Stockholm,0.78,0.88
1960C1020,1960,19,Kungsör,Västmanland,0.64,0.76
0180C6270,0180,01,Stockholm,Stockholm,0.38,0.53
1780C1360,1780,17,Karlstad,Värmland,0.8,0.9
0162C1060,0162,01,Danderyd,Stockholm,0.77,0.87
0180C6280,0180,01,Stockholm,Stockholm,0.51,0.64
2580C1130,2580,25,Luleå,Norrbotten,0.71,0.89
0123C1050,0123,01,Järfälla,Stockholm,0.69,0.81
0123C1040,0123,01,Järfälla,Stockholm,0.77,0.89
1880A0110,1880,18,Örebro,Örebro,0.85,0.89
0125B3010,0125,01,Ekerö,Stockholm,0.7,0.81
0162C1090,0162,01,Danderyd,Stockholm,0.74,0.87
0484C1480,0484,04,Eskilstuna,Södermanland,0.6,0.71
0184C1410,0184,01,Solna,Stockholm,0.66,0.8
0162C1030,0162,01,Danderyd,Stockholm,0.77,0.9
0160C1230,0160,01,Täby,Stockholm,0.73,0.85
0123C1380,0123,01,Järfälla,Stockholm,0.7,0.82
0183C1260,0183,01,Sundbyberg,Stockholm,0.66,0.82
0123C1060,0123,01,Järfälla,Stockholm,0.73,0.84
0162C1070,0162,01,Danderyd,Stockholm,0.76,0.89
0180C6300,0180,01,Stockholm,Stockholm,0.57,0.69
1780C1380,1780,17,Karlstad,Värmland,0.81,0.9
1765C1030,1765,17,Årjäng,Värmland,0.71,0.83
0123C1080,0123,01,Järfälla,Stockholm,0.7,0.81
0484C1470,0484,04,Eskilstuna,Södermanland,0.77,0.87
0180C6360,0180,01,Stockholm,Stockholm,0.43,0.57
0180C6340,0180,01,Stockholm,Stockholm,0.59,0.71
0123C1150,0123,01,Järfälla,Stockholm,0.64,0.77
1780C1390,1780,17,Karlstad,Värmland,0.87,0.95
0180C6350,0180,01,Stockholm,Stockholm,0.4,0.51
0123C1070,0123,01,Järfälla,Stockholm,0.76,0.86
0186C1250,0186,01,Lidingö,Stockholm,0.77,0.87
0180C6310,0180,01,Stockholm,Stockholm,0.38,0.51
0163C1010,0163,01,Sollentuna,Stockholm,0.8,0.9
0162C1110,0162,01,Danderyd,Stockholm,0.75,0.87
0123C1100,0123,01,Järfälla,Stockholm,0.74,0.85
0123C1120,0123,01,Järfälla,Stockholm,0.74,0.86
0180C6330,0180,01,Stockholm,Stockholm,0.43,0.62
0180C6370,0180,01,Stockholm,Stockholm,0.39,0.51
0180C6380,0180,01,Stockholm,Stockholm,0.38,0.52
0162C1120,0162,01,Danderyd,Stockholm,0.76,0.88
1765A0010,1765,17,Årjäng,Värmland,0.81,0.88
1880A0120,1880,18,Örebro,Örebro,0.83,0.87
0123C1130,0123,01,Järfälla,Stockholm,0.37,0.49
1960C1030,1960,19,Kungsör,Västmanland,0.78,0.88
0123C1170,0123,01,Järfälla,Stockholm,0.32,0.46
0123C1160,0123,01,Järfälla,Stockholm,0.45,0.59
1781A0020,1781,17,Kristinehamn,Värmland,0.85,0.91
0180C6410,0180,01,Stockholm,Stockholm,0.63,0.74
0180C6420,0180,01,Stockholm,Stockholm,0.46,0.58
0180C6400,0180,01,Stockholm,Stockholm,0.47,0.61
0180C6430,0180,01,Stockholm,Stockholm,0.49,0.63
2029C1060,2029,20,Leksand,Dalarna,0.77,0.87
1780C1400,1780,17,Karlstad,Värmland,0.84,0.93
0163C1030,0163,01,Sollentuna,Stockholm,0.6,0.75
1780C1410,1780,17,Karlstad,Värmland,0.81,0.91
0162C1140,0162,01,Danderyd,Stockholm,0.69,0.83
0162C1100,0162,01,Danderyd,Stockholm,0.7,0.82
0162C1130,0162,01,Danderyd,Stockholm,0.79,0.91
0123C1090,0123,01,Järfälla,Stockholm,0.64,0.79
0163C1020,0163,01,Sollentuna,Stockholm,0.8,0.89
1980C1530,1980,19,Västerås,Västmanland,0.54,0.7
0187C1010,0187,01,Vaxholm,Stockholm,0.76,0.86
0123C1190,0123,01,Järfälla,Stockholm,0.44,0.58
0123C1230,0123,01,Järfälla,Stockholm,0.54,0.67
0123C1140,0123,01,Järfälla,Stockholm,0.43,0.64
0123C1110,0123,01,Järfälla,Stockholm,0.78,0.88
0187C1020,0187,01,Vaxholm,Stockholm,0.76,0.88
0123C1210,0123,01,Järfälla,Stockholm,0.42,0.56
0163C1040,0163,01,Sollentuna,Stockholm,0.7,0.82
0125B3020,0125,01,Ekerö,Stockholm,0.69,0.82
0123C1200,0123,01,Järfälla,Stockholm,0.55,0.69
0163C1050,0163,01,Sollentuna,Stockholm,0.78,0.9
0123C1240,0123,01,Järfälla,Stockholm,0.56,0.73
0123C1220,0123,01,Järfälla,Stockholm,0.6,0.75
1885B4010,1885,18,Lindesberg,Örebro,0.75,0.81
0123C1180,0123,01,Järfälla,Stockholm,0.71,0.82
0163C1060,0163,01,Sollentuna,Stockholm,0.78,0.88
0162C1150,0162,01,Danderyd,Stockholm,0.78,0.88
0123C1280,0123,01,Järfälla,Stockholm,0.58,0.73
0162C1160,0162,01,Danderyd,Stockholm,0.74,0.85
0162C1170,0162,01,Danderyd,Stockholm,0.75,0.86
0163C1100,0163,01,Sollentuna,Stockholm,0.48,0.6
0163C1120,0163,01,Sollentuna,Stockholm,0.41,0.52
1785A0050,1785,17,Säffle,Värmland,0.78,0.88
0163C1130,0163,01,Sollentuna,Stockholm,0.79,0.9
0163C1160,0163,01,Sollentuna,Stockholm,0.67,0.8
0163C1400,0163,01,Sollentuna,Stockholm,0.57,0.69
1780B4010,1780,17,Karlstad,Värmland,0.73,0.8
0160C1010,0160,01,Täby,Stockholm,0.81,0.92
0163C1110,0163,01,Sollentuna,Stockholm,0.74,0.85
0160C1020,0160,01,Täby,Stockholm,0.82,0.93
0484B4010,0484,04,Eskilstuna,Södermanland,0.78,0.88
0187C1030,0187,01,Vaxholm,Stockholm,0.74,0.88
0160C1030,0160,01,Täby,Stockholm,0.73,0.86
0162C1180,0162,01,Danderyd,Stockholm,0.79,0.89
0163C1140,0163,01,Sollentuna,Stockholm,0.77,0.88
0180C6440,0180,01,Stockholm,Stockholm,0.49,0.64
1880A0130,1880,18,Örebro,Örebro,0.81,0.85
0163C1190,0163,01,Sollentuna,Stockholm,0.77,0.86
0187A0010,0187,01,Vaxholm,Stockholm,0.69,0.82
0484C1500,0484,04,Eskilstuna,Södermanland,0.72,0.83
0162C1190,0162,01,Danderyd,Stockholm,0.84,0.92
0160C1050,0160,01,Täby,Stockholm,0.69,0.85
0163C1200,0163,01,Sollentuna,Stockholm,0.79,0.88
2580C1150,2580,25,Luleå,Norrbotten,0.61,0.83
0123C1270,0123,01,Järfälla,Stockholm,0.76,0.85
0162C1200,0162,01,Danderyd,Stockholm,0.82,0.93
0484A0050,0484,04,Eskilstuna,Södermanland,0.76,0.86
0160C1080,0160,01,Täby,Stockholm,0.71,0.86
0123C1310,0123,01,Järfälla,Stockholm,0.74,0.83
0160C1100,0160,01,Täby,Stockholm,0.68,0.82
0125A0040,0125,01,Ekerö,Stockholm,0.6,0.72
0163C1210,0163,01,Sollentuna,Stockholm,0.72,0.84
0163C1260,0163,01,Sollentuna,Stockholm,0.52,0.66
0160C1090,0160,01,Täby,Stockholm,0.58,0.75
0163C1220,0163,01,Sollentuna,Stockholm,0.69,0.81
0163C1230,0163,01,Sollentuna,Stockholm,0.75,0.87
0160C1110,0160,01,Täby,Stockholm,0.85,0.95
0160C1040,0160,01,Täby,Stockholm,0.81,0.92
0160C1120,0160,01,Täby,Stockholm,0.83,0.92
0160C1070,0160,01,Täby,Stockholm,0.78,0.9
1885B2020,1885,18,Lindesberg,Örebro,0.77,0.81
0160C1210,0160,01,Täby,Stockholm,0.82,0.93
0160C1130,0160,01,Täby,Stockholm,0.78,0.89
0160C1140,0160,01,Täby,Stockholm,0.68,0.85
0160C1150,0160,01,Täby,Stockholm,0.72,0.83
1885B2010,1885,18,Lindesberg,Örebro,0.77,0.83
0163C1270,0163,01,Sollentuna,Stockholm,0.62,0.75
0123C1320,0123,01,Järfälla,Stockholm,0.71,0.83
2580C1160,2580,25,Luleå,Norrbotten,0.64,0.84
0160C1170,0160,01,Täby,Stockholm,0.8,0.91
0160C1190,0160,01,Täby,Stockholm,0.73,0.86
0163C1240,0163,01,Sollentuna,Stockholm,0.7,0.83
0187C1060,0187,01,Vaxholm,Stockholm,0.76,0.88
0160C1160,0160,01,Täby,Stockholm,0.67,0.8
0123C1340,0123,01,Järfälla,Stockholm,0.63,0.78
0163C1390,0163,01,Sollentuna,Stockholm,0.51,0.65
0160C1180,0160,01,Täby,Stockholm,0.82,0.91
0123C1350,0123,01,Järfälla,Stockholm,0.6,0.76
0123C1330,0123,01,Järfälla,Stockholm,0.78,0.89
0160C1220,0160,01,Täby,Stockholm,0.61,0.79
0484A0060,0484,04,Eskilstuna,Södermanland,0.78,0.87
0160C1200,0160,01,Täby,Stockholm,0.71,0.82
0123C1360,0123,01,Järfälla,Stockholm,0.62,0.78
0163C1290,0163,01,Sollentuna,Stockholm,0.69,0.83
1960A0020,1960,19,Kungsör,Västmanland,0.73,0.85
0160C1240,0160,01,Täby,Stockholm,0.79,0.91
1780C1430,1780,17,Karlstad,Värmland,0.86,0.96
0139C1020,0139,01,Upplands-Bro,Stockholm,0.56,0.72
0117C1010,0117,01,Österåker,Stockholm,0.75,0.88
0163C1300,0163,01,Sollentuna,Stockholm,0.78,0.89
0305C1020,0305,03,Håbo,Uppsala,0.73,0.82
0160C1250,0160,01,Täby,Stockholm,0.81,0.9
0160C1280,0160,01,Täby,Stockholm,0.79,0.9
0163C1360,0163,01,Sollentuna,Stockholm,0.77,0.88
1980C1140,1980,19,Västerås,Västmanland,0.76,0.89
1980B4010,1980,19,Västerås,Västmanland,0.8,0.9
0160C1290,0160,01,Täby,Stockholm,0.63,0.75
1983C1040,1983,19,Köping,Västmanland,0.51,0.66
0117C1100,0117,01,Österåker,Stockholm,0.69,0.83
0160C1260,0160,01,Täby,Stockholm,0.76,0.86
0117C1020,0117,01,Österåker,Stockholm,0.74,0.84
0163C1330,0163,01,Sollentuna,Stockholm,0.75,0.86
0484A0070,0484,04,Eskilstuna,Södermanland,0.79,0.88
2180C1270,2180,21,Gävle,Gävleborg,0.71,0.85
1980C1160,1980,19,Västerås,Västmanland,0.75,0.87
0486A0060,0486,04,Strängnäs,Södermanland,0.7,0.82
0160C1300,0160,01,Täby,Stockholm,0.73,0.87
0163C1320,0163,01,Sollentuna,Stockholm,0.79,0.87
0163C1340,0163,01,Sollentuna,Stockholm,0.78,0.9
0160C1310,0160,01,Täby,Stockholm,0.77,0.9
0117C1060,0117,01,Österåker,Stockholm,0.77,0.89
0123C1390,0123,01,Järfälla,Stockholm,0.64,0.75
0117C1090,0117,01,Österåker,Stockholm,0.7,0.85
0163C1280,0163,01,Sollentuna,Stockholm,0.79,0.9
0163C1350,0163,01,Sollentuna,Stockholm,0.56,0.69
0160C1270,0160,01,Täby,Stockholm,0.81,0.91
2180C1310,2180,21,Gävle,Gävleborg,0.55,0.69
0139C1010,0139,01,Upplands-Bro,Stockholm,0.67,0.79
0117C1030,0117,01,Österåker,Stockholm,0.76,0.88
1780A0040,1780,17,Karlstad,Värmland,0.84,0.91
1780A0010,1780,17,Karlstad,Värmland,0.81,0.9
0486A0070,0486,04,Strängnäs,Södermanland,0.75,0.85
0380C1990,0380,03,Uppsala,Uppsala,0.75,0.91
0381A0080,0381,03,Enköping,Uppsala,0.77,0.86
0380C2010,0380,03,Uppsala,Uppsala,0.43,0.73
1715C1010,1715,17,Kil,Värmland,0.81,0.89
2580C1170,2580,25,Luleå,Norrbotten,0.68,0.89
0163C1370,0163,01,Sollentuna,Stockholm,0.69,0.8
1983C1060,1983,19,Köping,Västmanland,0.71,0.82
1884C1010,1884,18,Nora,Örebro,0.82,0.87
1983C1020,1983,19,Köping,Västmanland,0.73,0.84
0117C1040,0117,01,Österåker,Stockholm,0.81,0.92
1980C1190,1980,19,Västerås,Västmanland,0.58,0.7
1983C1010,1983,19,Köping,Västmanland,0.7,0.81
0160C1330,0160,01,Täby,Stockholm,0.79,0.88
0380C1180,0380,03,Uppsala,Uppsala,0.59,0.72
0163C1310,0163,01,Sollentuna,Stockholm,0.75,0.86
0117C1070,0117,01,Österåker,Stockholm,0.74,0.87
1983C1050,1983,19,Köping,Västmanland,0.67,0.77
0139C1030,0139,01,Upplands-Bro,Stockholm,0.71,0.85
1715C1020,1715,17,Kil,Värmland,0.76,0.87
0163C1380,0163,01,Sollentuna,Stockholm,0.78,0.89
1880A0140,1880,18,Örebro,Örebro,0.81,0.85
1983C1030,1983,19,Köping,Västmanland,0.78,0.87
1983C1070,1983,19,Köping,Västmanland,0.7,0.82
0139C1050,0139,01,Upplands-Bro,Stockholm,0.54,0.74
0139C1040,0139,01,Upplands-Bro,Stockholm,0.64,0.76
1780A0030,1780,17,Karlstad,Värmland,0.84,0.91
0114C1010,0114,01,Upplands Väsby,Stockholm,0.69,0.82
1885A0010,1885,18,Lindesberg,Örebro,0.76,0.82
0117C1110,0117,01,Österåker,Stockholm,0.58,0.72
1884C1030,1884,18,Nora,Örebro,0.73,0.8
0117C1140,0117,01,Österåker,Stockholm,0.61,0.77
0117C1130,0117,01,Österåker,Stockholm,0.64,0.79
0117C1120,0117,01,Österåker,Stockholm,0.7,0.83
1983C1080,1983,19,Köping,Västmanland,0.81,0.9
0380C1920,0380,03,Uppsala,Uppsala,0.7,0.86
0380C1960,0380,03,Uppsala,Uppsala,0.73,0.85
0117C1050,0117,01,Österåker,Stockholm,0.66,0.81
1884C1040,1884,18,Nora,Örebro,0.81,0.86
0114C1030,0114,01,Upplands Väsby,Stockholm,0.73,0.85
1961C1030,1961,19,Hallstahammar,Västmanland,0.6,0.75
0160C1360,0160,01,Täby,Stockholm,0.76,0.88
0117C1150,0117,01,Österåker,Stockholm,0.66,0.81
1983C1090,1983,19,Köping,Västmanland,0.62,0.74
0123C1400,0123,01,Järfälla,Stockholm,0.7,0.81
0139C1060,0139,01,Upplands-Bro,Stockholm,0.62,0.77
0160C1340,0160,01,Täby,Stockholm,0.65,0.8
1884C1020,1884,18,Nora,Örebro,0.77,0.83
0160C1370,0160,01,Täby,Stockholm,0.82,0.92
0160C1380,0160,01,Täby,Stockholm,0.79,0.91
0114C1060,0114,01,Upplands Väsby,Stockholm,0.57,0.72
0117C1080,0117,01,Österåker,Stockholm,0.69,0.83
1883A0030,1883,18,Karlskoga,Örebro,0.84,0.88
0139B2030,0139,01,Upplands-Bro,Stockholm,0.39,0.58
0117A0010,0117,01,Österåker,Stockholm,0.73,0.88
1983C1100,1983,19,Köping,Västmanland,0.6,0.74
0114C1020,0114,01,Upplands Väsby,Stockholm,0.77,0.87
1983C1110,1983,19,Köping,Västmanland,0.67,0.78
0139B2020,0139,01,Upplands-Bro,Stockholm,0.46,0.62
0139B2050,0139,01,Upplands-Bro,Stockholm,0.46,0.6
0160C1350,0160,01,Täby,Stockholm,0.78,0.89
1884C1050,1884,18,Nora,Örebro,0.83,0.88
0380C1440,0380,03,Uppsala,Uppsala,0.82,0.92
0114C1070,0114,01,Upplands Väsby,Stockholm,0.74,0.83
0114C1050,0114,01,Upplands Väsby,Stockholm,0.76,0.86
0380C1970,0380,03,Uppsala,Uppsala,0.59,0.82
0380C1930,0380,03,Uppsala,Uppsala,0.59,0.85
0380C1980,0380,03,Uppsala,Uppsala,0.8,0.92
1763C1010,1763,17,Forshaga,Värmland,0.8,0.9
0160C1320,0160,01,Täby,Stockholm,0.79,0.88
0117C1170,0117,01,Österåker,Stockholm,0.71,0.85
0114C1040,0114,01,Upplands Väsby,Stockholm,0.6,0.72
0486A0080,0486,04,Strängnäs,Södermanland,0.77,0.86
1984A0010,1984,19,Arboga,Västmanland,0.78,0.86
0117C1180,0117,01,Österåker,Stockholm,0.71,0.85
1763C1020,1763,17,Forshaga,Värmland,0.83,0.92
0139B2010,0139,01,Upplands-Bro,Stockholm,0.63,0.75
0115C1010,0115,01,Vallentuna,Stockholm,0.78,0.9
0139C1070,0139,01,Upplands-Bro,Stockholm,0.69,0.82
0380C1940,0380,03,Uppsala,Uppsala,0.6,0.76
0117C1160,0117,01,Österåker,Stockholm,0.7,0.84
0114C1090,0114,01,Upplands Väsby,Stockholm,0.56,0.7
0115C1030,0115,01,Vallentuna,Stockholm,0.7,0.86
1885A0060,1885,18,Lindesberg,Örebro,0.8,0.84
0114C1100,0114,01,Upplands Väsby,Stockholm,0.62,0.76
0114C1120,0114,01,Upplands Väsby,Stockholm,0.66,0.8
1763C1030,1763,17,Forshaga,Värmland,0.77,0.87
0114C1110,0114,01,Upplands Väsby,Stockholm,0.64,0.79
0114C1130,0114,01,Upplands Väsby,Stockholm,0.63,0.76
1961C1010,1961,19,Hallstahammar,Västmanland,0.63,0.81
0115C1040,0115,01,Vallentuna,Stockholm,0.79,0.89
0139B2060,0139,01,Upplands-Bro,Stockholm,0.72,0.84
0115C1020,0115,01,Vallentuna,Stockholm,0.76,0.89
1780A0050,1780,17,Karlstad,Värmland,0.83,0.92
0117C1190,0117,01,Österåker,Stockholm,0.69,0.82
1760C1010,1760,17,Storfors,Värmland,0.77,0.85
0114C1150,0114,01,Upplands Väsby,Stockholm,0.64,0.79
0114C1200,0114,01,Upplands Väsby,Stockholm,0.47,0.62
0139B2040,0139,01,Upplands-Bro,Stockholm,0.51,0.67
0380C1500,0380,03,Uppsala,Uppsala,0.68,0.78
0117C1200,0117,01,Österåker,Stockholm,0.74,0.85
1715C1030,1715,17,Kil,Värmland,0.83,0.92
1765B2010,1765,17,Årjäng,Värmland,0.68,0.77
1715C1040,1715,17,Kil,Värmland,0.87,0.94
0114C1160,0114,01,Upplands Väsby,Stockholm,0.62,0.76
0114C1170,0114,01,Upplands Väsby,Stockholm,0.65,0.76
0114C1190,0114,01,Upplands Väsby,Stockholm,0.58,0.73
0114C1180,0114,01,Upplands Väsby,Stockholm,0.74,0.84
0115C1090,0115,01,Vallentuna,Stockholm,0.64,0.79
0115C1060,0115,01,Vallentuna,Stockholm,0.68,0.82
0115C1070,0115,01,Vallentuna,Stockholm,0.54,0.72
0120A0010,0120,01,Värmdö,Stockholm,0.73,0.83
1885A0020,1885,18,Lindesberg,Örebro,0.77,0.82
0114C1140,0114,01,Upplands Väsby,Stockholm,0.71,0.83
1715A0010,1715,17,Kil,Värmland,0.79,0.86
0115C1050,0115,01,Vallentuna,Stockholm,0.74,0.88
1765A0020,1765,17,Årjäng,Värmland,0.79,0.88
0305C1040,0305,03,Håbo,Uppsala,0.65,0.76
1884A0010,1884,18,Nora,Örebro,0.79,0.85
1980C1010,1980,19,Västerås,Västmanland,0.78,0.92
0115C1080,0115,01,Vallentuna,Stockholm,0.79,0.9
1980C1020,1980,19,Västerås,Västmanland,0.81,0.92
1780A0020,1780,17,Karlstad,Värmland,0.8,0.89
1961C1060,1961,19,Hallstahammar,Västmanland,0.65,0.81
0380C1480,0380,03,Uppsala,Uppsala,0.74,0.89
0114C1220,0114,01,Upplands Väsby,Stockholm,0.6,0.72
1764A0020,1764,17,Grums,Värmland,0.83,0.9
1980C1050,1980,19,Västerås,Västmanland,0.7,0.81
0380C1520,0380,03,Uppsala,Uppsala,0.51,0.82
0305C1010,0305,03,Håbo,Uppsala,0.78,0.88
1961A0010,1961,19,Hallstahammar,Västmanland,0.73,0.87
0115C1110,0115,01,Vallentuna,Stockholm,0.67,0.8
1980B5010,1980,19,Västerås,Västmanland,0.73,0.85
0115C1100,0115,01,Vallentuna,Stockholm,0.7,0.83
1980A0010,1980,19,Västerås,Västmanland,0.78,0.9
0305C1030,0305,03,Håbo,Uppsala,0.75,0.86
1961C1020,1961,19,Hallstahammar,Västmanland,0.74,0.86
1885C1010,1885,18,Lindesberg,Örebro,0.79,0.85
0115C1130,0115,01,Vallentuna,Stockholm,0.78,0.86
0380C2030,0380,03,Uppsala,Uppsala,0.79,0.91
0380C2070,0380,03,Uppsala,Uppsala,0.79,0.87
0115C1120,0115,01,Vallentuna,Stockholm,0.74,0.87
0305C1060,0305,03,Håbo,Uppsala,0.75,0.86
2180C1410,2180,21,Gävle,Gävleborg,0.69,0.81
2180A0020,2180,21,Gävle,Gävleborg,0.72,0.84
2029C1030,2029,20,Leksand,Dalarna,0.81,0.89
1980C1110,1980,19,Västerås,Västmanland,0.71,0.84
0305C1050,0305,03,Håbo,Uppsala,0.77,0.86
0114A0010,0114,01,Upplands Väsby,Stockholm,0.69,0.8
1983B2010,1983,19,Köping,Västmanland,0.67,0.8
1885C1020,1885,18,Lindesberg,Örebro,0.8,0.87
0305C1070,0305,03,Håbo,Uppsala,0.8,0.89
1760A0010,1760,17,Storfors,Värmland,0.83,0.88
1980C1040,1980,19,Västerås,Västmanland,0.69,0.82
1980C1070,1980,19,Västerås,Västmanland,0.56,0.7
1980C1030,1980,19,Västerås,Västmanland,0.61,0.79
1980C1090,1980,19,Västerås,Västmanland,0.87,0.94
1980C1080,1980,19,Västerås,Västmanland,0.7,0.82
0115B3010,0115,01,Vallentuna,Stockholm,0.67,0.81
1980C1120,1980,19,Västerås,Västmanland,0.62,0.76
1980C1100,1980,19,Västerås,Västmanland,0.46,0.6
1980C1170,1980,19,Västerås,Västmanland,0.59,0.72
0305C1080,0305,03,Håbo,Uppsala,0.75,0.86
2514C1050,2514,25,Kalix,Norrbotten,0.72,0.89
2482C1270,2482,24,Skellefteå,Västerbotten,0.63,0.84
1983B2020,1983,19,Köping,Västmanland,0.7,0.81
1980C1130,1980,19,Västerås,Västmanland,0.8,0.91
1885C1030,1885,18,Lindesberg,Örebro,0.81,0.87
1980C1150,1980,19,Västerås,Västmanland,0.71,0.86
1980C1180,1980,19,Västerås,Västmanland,0.51,0.65
1980C1210,1980,19,Västerås,Västmanland,0.72,0.84
1980C1240,1980,19,Västerås,Västmanland,0.74,0.84
0139A0010,0139,01,Upplands-Bro,Stockholm,0.67,0.78
1980C1220,1980,19,Västerås,Västmanland,0.8,0.91
1885C1040,1885,18,Lindesberg,Örebro,0.8,0.86
1980C1200,1980,19,Västerås,Västmanland,0.48,0.64
1980C1230,1980,19,Västerås,Västmanland,0.73,0.86
1980C1260,1980,19,Västerås,Västmanland,0.65,0.8
1980C1290,1980,19,Västerås,Västmanland,0.6,0.75
1780B3010,1780,17,Karlstad,Värmland,0.75,0.84
1980C1250,1980,19,Västerås,Västmanland,0.78,0.9
1980C1270,1980,19,Västerås,Västmanland,0.58,0.71
1980C1330,1980,19,Västerås,Västmanland,0.69,0.83
1980B3010,1980,19,Västerås,Västmanland,0.77,0.89
1980C1280,1980,19,Västerås,Västmanland,0.68,0.8
1885C1050,1885,18,Lindesberg,Örebro,0.63,0.72
1980C1350,1980,19,Västerås,Västmanland,0.63,0.81
1980C1340,1980,19,Västerås,Västmanland,0.37,0.54
0380C1530,0380,03,Uppsala,Uppsala,0.77,0.87
1864C1020,1864,18,Ljusnarsberg,Örebro,0.7,0.77
0191B3010,0191,01,Sigtuna,Stockholm,0.68,0.82
1980B3020,1980,19,Västerås,Västmanland,0.8,0.93
1980C1370,1980,19,Västerås,Västmanland,0.57,0.77
0381B3010,0381,03,Enköping,Uppsala,0.78,0.88
1980C1380,1980,19,Västerås,Västmanland,0.66,0.79
