lan,kommun,deso,lannamn,kommunnamn,regso,age,minst_1_dos,2_doser
10,1082,1082A0030,Blekinge,Karlshamn,Mörrum-Svängsta omland,65+,90-100,90-100
12,1292,1292A0040,Skåne,Ängelholm,Ängelholm omland nordost,18-64,70-80,60-70
12,1292,1292A0040,Skåne,Ängelholm,Ängelholm omland nordost,65+,90-100,80-90
12,1273,1273C1030,Skåne,Osby,Osby norra,18-64,70-80,50-60
12,1273,1273C1030,Skåne,Osby,Osby norra,65+,90-100,90-100
12,1273,1273C1040,Skåne,Osby,Osby norra,18-64,70-80,50-60
12,1273,1273C1040,Skåne,Osby,Osby norra,65+,90-100,80-90
12,1273,1273C1050,Skåne,Osby,Osby norra,18-64,70-80,50-60
12,1273,1273C1050,Skåne,Osby,Osby norra,65+,90-100,90-100
12,1273,1273B2010,Skåne,Osby,Lönsboda,18-64,70-80,50-60
12,1273,1273B2010,Skåne,Osby,Lönsboda,65+,90-100,90-100
10,1080,1080A0070,Blekinge,Karlskrona,Holmsjö-Strömsberg-Kättilsmåla,18-64,80-90,60-70
10,1080,1080A0070,Blekinge,Karlskrona,Holmsjö-Strömsberg-Kättilsmåla,65+,90-100,90-100
12,1278,1278B2030,Skåne,Båstad,Grevie,18-64,70-80,60-70
12,1278,1278B2030,Skåne,Båstad,Grevie,65+,90-100,90-100
12,1257,1257A0020,Skåne,Örkelljunga,Örkelljunga omland,18-64,60-70,50-60
12,1257,1257A0020,Skåne,Örkelljunga,Örkelljunga omland,65+,90-100,80-90
08,0834,0834B2010,Kalmar,Torsås,Bergkvara,18-64,70-80,60-70
08,0834,0834B2010,Kalmar,Torsås,Bergkvara,65+,80-90,80-90
12,1293,1293A0080,Skåne,Hässleholm,Brunnshult-Emmaljunga-Tulatorp,18-64,70-80,50-60
12,1293,1293A0080,Skåne,Hässleholm,Brunnshult-Emmaljunga-Tulatorp,65+,90-100,90-100
08,0834,0834C1010,Kalmar,Torsås,Torsås,18-64,70-80,60-70
08,0834,0834C1010,Kalmar,Torsås,Torsås,65+,90-100,90-100
08,0840,0840A0010,Kalmar,Mörbylånga,Mörbylånga omland,18-64,80-90,60-70
08,0840,0840A0010,Kalmar,Mörbylånga,Mörbylånga omland,65+,90-100,90-100
12,1257,1257A0030,Skåne,Örkelljunga,Örkelljunga omland,18-64,60-70,50-60
12,1257,1257A0030,Skåne,Örkelljunga,Örkelljunga omland,65+,90-100,80-90
12,1278,1278A0010,Skåne,Båstad,Båstad landsbygd,18-64,70-80,60-70
12,1278,1278A0010,Skåne,Båstad,Båstad landsbygd,65+,90-100,90-100
10,1080,1080A0080,Blekinge,Karlskrona,Holmsjö-Strömsberg-Kättilsmåla,18-64,80-90,70-80
10,1080,1080A0080,Blekinge,Karlskrona,Holmsjö-Strömsberg-Kättilsmåla,65+,90-100,90-100
13,1381,1381B5010,Halland,Laholm,Hasslöv-Ränneslöv-Våxtorp,18-64,70-80,50-60
13,1381,1381B5010,Halland,Laholm,Hasslöv-Ränneslöv-Våxtorp,65+,90-100,90-100
10,1080,1080A0090,Blekinge,Karlskrona,Fridlevstad-Tving,18-64,80-90,60-70
10,1080,1080A0090,Blekinge,Karlskrona,Fridlevstad-Tving,65+,90-100,90-100
10,1081,1081A0050,Blekinge,Ronneby,Backaryd-Hallabro,18-64,70-80,60-70
10,1081,1081A0050,Blekinge,Ronneby,Backaryd-Hallabro,65+,80-90,80-90
12,1256,1256A0030,Skåne,Östra Göinge,Östra Göinge landsbygd,18-64,70-80,60-70
12,1256,1256A0030,Skåne,Östra Göinge,Östra Göinge landsbygd,65+,90-100,90-100
12,1278,1278C1020,Skåne,Båstad,Malen-Båstad,18-64,70-80,60-70
12,1278,1278C1020,Skåne,Båstad,Malen-Båstad,65+,90-100,90-100
10,1060,1060A0020,Blekinge,Olofström,Olofströms omland-Vilshult,18-64,70-80,60-70
10,1060,1060A0020,Blekinge,Olofström,Olofströms omland-Vilshult,65+,80-90,80-90
13,1381,1381A0010,Halland,Laholm,Hasslöv-Ränneslöv-Våxtorp,18-64,70-80,50-60
13,1381,1381A0010,Halland,Laholm,Hasslöv-Ränneslöv-Våxtorp,65+,90-100,90-100
01,0180,0180C1240,Stockholm,Stockholm,Sköndal,18-64,70-80,60-70
01,0180,0180C1240,Stockholm,Stockholm,Sköndal,65+,90-100,90-100
01,0138,0138C1220,Stockholm,Tyresö,Tyresö Strand,18-64,80-90,70-80
01,0138,0138C1220,Stockholm,Tyresö,Tyresö Strand,65+,90-100,90-100
18,1880,1880C1600,Örebro,Örebro,Vivalla,18-64,40-50,30-40
18,1880,1880C1600,Örebro,Örebro,Vivalla,65+,70-80,70-80
08,0834,0834B3010,Kalmar,Torsås,Söderåkra,18-64,70-80,50-60
08,0834,0834B3010,Kalmar,Torsås,Söderåkra,65+,90-100,90-100
07,0767,0767C1020,Kronoberg,Markaryd,Markaryd-Timsfors,18-64,70-80,50-60
07,0767,0767C1020,Kronoberg,Markaryd,Markaryd-Timsfors,65+,90-100,90-100
08,0880,0880C1230,Kalmar,Kalmar,Bergavik-Björkenäs,18-64,80-90,70-80
08,0880,0880C1230,Kalmar,Kalmar,Bergavik-Björkenäs,65+,90-100,90-100
07,0765,0765A0020,Kronoberg,Älmhult,Älmhults omland,18-64,70-80,50-60
07,0765,0765A0020,Kronoberg,Älmhult,Älmhults omland,65+,90-100,80-90
07,0763,0763A0050,Kronoberg,Tingsryd,Linneryd-Älmeboda,18-64,70-80,50-60
07,0763,0763A0050,Kronoberg,Tingsryd,Linneryd-Älmeboda,65+,90-100,90-100
08,0880,0880B4010,Kalmar,Kalmar,Kalmar västra kommundelen,18-64,80-90,70-80
08,0880,0880B4010,Kalmar,Kalmar,Kalmar västra kommundelen,65+,90-100,90-100
12,1278,1278B3010,Skåne,Båstad,Torekov,18-64,80-90,70-80
12,1278,1278B3010,Skåne,Båstad,Torekov,65+,90-100,90-100
07,0767,0767C1010,Kronoberg,Markaryd,Markaryd-Timsfors,18-64,60-70,40-50
07,0767,0767C1010,Kronoberg,Markaryd,Markaryd-Timsfors,65+,90-100,80-90
07,0767,0767C1030,Kronoberg,Markaryd,Markaryd-Timsfors,18-64,70-80,50-60
07,0767,0767C1030,Kronoberg,Markaryd,Markaryd-Timsfors,65+,80-90,80-90
17,1781,1781C1040,Värmland,Kristinehamn,Smedby-Liljebäck-Södermalm,18-64,80-90,60-70
17,1781,1781C1040,Värmland,Kristinehamn,Smedby-Liljebäck-Södermalm,65+,90-100,90-100
01,0180,0180C1610,Stockholm,Stockholm,Norra Skarpnäcks Gård,18-64,70-80,60-70
01,0180,0180C1610,Stockholm,Stockholm,Norra Skarpnäcks Gård,65+,80-90,80-90
01,0180,0180C1720,Stockholm,Stockholm,Vårberg,18-64,40-50,30-40
01,0180,0180C1720,Stockholm,Stockholm,Vårberg,65+,80-90,70-80
13,1381,1381B2010,Halland,Laholm,Skummeslövsstrand-Skottorp,18-64,70-80,60-70
13,1381,1381B2010,Halland,Laholm,Skummeslövsstrand-Skottorp,65+,90-100,90-100
13,1381,1381A0030,Halland,Laholm,Hasslöv-Ränneslöv-Våxtorp,18-64,80-90,60-70
13,1381,1381A0030,Halland,Laholm,Hasslöv-Ränneslöv-Våxtorp,65+,90-100,80-90
13,1381,1381C1010,Halland,Laholm,Laholm östra,18-64,70-80,50-60
13,1381,1381C1010,Halland,Laholm,Laholm östra,65+,90-100,90-100
13,1381,1381C1030,Halland,Laholm,Laholm östra,18-64,70-80,50-60
13,1381,1381C1030,Halland,Laholm,Laholm östra,65+,90-100,90-100
08,0834,0834A0020,Kalmar,Torsås,Gullabo,18-64,70-80,60-70
08,0834,0834A0020,Kalmar,Torsås,Gullabo,65+,90-100,80-90
12,1273,1273A0030,Skåne,Osby,Killeberg-Loshult-Hökön,18-64,70-80,50-60
12,1273,1273A0030,Skåne,Osby,Killeberg-Loshult-Hökön,65+,80-90,80-90
07,0763,0763C1010,Kronoberg,Tingsryd,Tingsryds tätort,18-64,70-80,50-60
07,0763,0763C1010,Kronoberg,Tingsryd,Tingsryds tätort,65+,90-100,90-100
13,1381,1381B2020,Halland,Laholm,Mellbystrand,18-64,80-90,70-80
13,1381,1381B2020,Halland,Laholm,Mellbystrand,65+,90-100,90-100
01,0180,0180C1690,Stockholm,Stockholm,Vårberg,18-64,60-70,50-60
01,0180,0180C1690,Stockholm,Stockholm,Vårberg,65+,90-100,90-100
08,0840,0840C1010,Kalmar,Mörbylånga,Mörbylånga,18-64,70-80,60-70
08,0840,0840C1010,Kalmar,Mörbylånga,Mörbylånga,65+,90-100,90-100
07,0763,0763C1020,Kronoberg,Tingsryd,Tingsryds tätort,18-64,70-80,50-60
07,0763,0763C1020,Kronoberg,Tingsryd,Tingsryds tätort,65+,90-100,90-100
07,0765,0765C1010,Kronoberg,Älmhult,Älmhult sydöstra,18-64,70-80,50-60
07,0765,0765C1010,Kronoberg,Älmhult,Älmhult sydöstra,65+,90-100,90-100
07,0765,0765C1030,Kronoberg,Älmhult,Älmhult östra,18-64,60-70,30-40
07,0765,0765C1030,Kronoberg,Älmhult,Älmhult östra,65+,90-100,80-90
07,0763,0763A0010,Kronoberg,Tingsryd,Konga,18-64,70-80,50-60
07,0763,0763A0010,Kronoberg,Tingsryd,Konga,65+,80-90,80-90
07,0765,0765C1020,Kronoberg,Älmhult,Älmhult västra,18-64,80-90,60-70
07,0765,0765C1020,Kronoberg,Älmhult,Älmhult västra,65+,90-100,90-100
07,0767,0767B2010,Kronoberg,Markaryd,Traryd-Strömsnäsbruk,18-64,60-70,40-50
07,0767,0767B2010,Kronoberg,Markaryd,Traryd-Strömsnäsbruk,65+,80-90,80-90
07,0765,0765C1040,Kronoberg,Älmhult,Älmhult västra,18-64,80-90,60-70
07,0765,0765C1040,Kronoberg,Älmhult,Älmhult västra,65+,90-100,90-100
13,1381,1381A0050,Halland,Laholm,Laholms omland-Ysby,18-64,70-80,50-60
13,1381,1381A0050,Halland,Laholm,Laholms omland-Ysby,65+,90-100,80-90
08,0880,0880A0010,Kalmar,Kalmar,Kalmar södra kommundelen,18-64,80-90,70-80
08,0880,0880A0010,Kalmar,Kalmar,Kalmar södra kommundelen,65+,90-100,90-100
01,0180,0180C2490,Stockholm,Stockholm,Björkhagen,18-64,80-90,70-80
01,0180,0180C2490,Stockholm,Stockholm,Björkhagen,65+,90-100,80-90
01,0180,0180C2520,Stockholm,Stockholm,Johanneshov,18-64,70-80,50-60
01,0180,0180C2520,Stockholm,Stockholm,Johanneshov,65+,90-100,80-90
01,0180,0180C2440,Stockholm,Stockholm,Hägerstensåsen,18-64,80-90,60-70
01,0180,0180C2440,Stockholm,Stockholm,Hägerstensåsen,65+,80-90,80-90
01,0180,0180C2530,Stockholm,Stockholm,Årsta,18-64,80-90,60-70
01,0180,0180C2530,Stockholm,Stockholm,Årsta,65+,80-90,80-90
13,1381,1381B3010,Halland,Laholm,Genevad-Veinge,18-64,70-80,50-60
13,1381,1381B3010,Halland,Laholm,Genevad-Veinge,65+,80-90,80-90
07,0765,0765C1050,Kronoberg,Älmhult,Älmhult norra,18-64,70-80,50-60
07,0765,0765C1050,Kronoberg,Älmhult,Älmhult norra,65+,90-100,90-100
13,1381,1381B3020,Halland,Laholm,Genevad-Veinge,18-64,70-80,50-60
13,1381,1381B3020,Halland,Laholm,Genevad-Veinge,65+,90-100,80-90
08,0880,0880C1040,Kalmar,Kalmar,Kalmar centrala-Stensö,18-64,80-90,70-80
08,0880,0880C1040,Kalmar,Kalmar,Kalmar centrala-Stensö,65+,90-100,90-100
07,0767,0767B2020,Kronoberg,Markaryd,Traryd-Strömsnäsbruk,18-64,60-70,50-60
07,0767,0767B2020,Kronoberg,Markaryd,Traryd-Strömsnäsbruk,65+,90-100,80-90
08,0880,0880B3010,Kalmar,Kalmar,Kalmar södra kommundelen,18-64,80-90,70-80
08,0880,0880B3010,Kalmar,Kalmar,Kalmar södra kommundelen,65+,90-100,90-100
07,0765,0765A0010,Kronoberg,Älmhult,Älmhults omland,18-64,70-80,50-60
07,0765,0765A0010,Kronoberg,Älmhult,Älmhults omland,65+,90-100,80-90
08,0880,0880A0020,Kalmar,Kalmar,Påryd,18-64,60-70,50-60
08,0880,0880A0020,Kalmar,Kalmar,Påryd,65+,90-100,80-90
07,0763,0763A0020,Kronoberg,Tingsryd,Ryds glesbygd,18-64,70-80,60-70
07,0763,0763A0020,Kronoberg,Tingsryd,Ryds glesbygd,65+,90-100,80-90
08,0862,0862C1020,Kalmar,Emmaboda,Emmaboda södra,18-64,60-70,40-50
08,0862,0862C1020,Kalmar,Emmaboda,Emmaboda södra,65+,90-100,90-100
01,0180,0180C2590,Stockholm,Stockholm,Årsta,18-64,80-90,60-70
01,0180,0180C2590,Stockholm,Stockholm,Årsta,65+,90-100,80-90
01,0182,0182C1130,Stockholm,Nacka,Fisksätra,18-64,70-80,60-70
01,0182,0182C1130,Stockholm,Nacka,Fisksätra,65+,90-100,90-100
13,1380,1380C1010,Halland,Halmstad,Laxvik-Påarp-Trönninge,18-64,80-90,70-80
13,1380,1380C1010,Halland,Halmstad,Laxvik-Påarp-Trönninge,65+,90-100,90-100
01,0180,0180C2500,Stockholm,Stockholm,Bredäng,18-64,50-60,40-50
01,0180,0180C2500,Stockholm,Stockholm,Bredäng,65+,70-80,70-80
01,0180,0180C2630,Stockholm,Stockholm,Midsommarkransen,18-64,80-90,60-70
01,0180,0180C2630,Stockholm,Stockholm,Midsommarkransen,65+,80-90,80-90
08,0862,0862C1010,Kalmar,Emmaboda,Emmaboda norra,18-64,70-80,50-60
08,0862,0862C1010,Kalmar,Emmaboda,Emmaboda norra,65+,90-100,90-100
08,0862,0862A0020,Kalmar,Emmaboda,Långasjö-Långasjö omland,18-64,70-80,60-70
08,0862,0862A0020,Kalmar,Emmaboda,Långasjö-Långasjö omland,65+,90-100,90-100
07,0763,0763A0030,Kronoberg,Tingsryd,Urshult,18-64,70-80,60-70
07,0763,0763A0030,Kronoberg,Tingsryd,Urshult,65+,90-100,90-100
08,0862,0862C1030,Kalmar,Emmaboda,Emmaboda-Lindås,18-64,70-80,60-70
08,0862,0862C1030,Kalmar,Emmaboda,Emmaboda-Lindås,65+,90-100,90-100
01,0180,0180C3020,Stockholm,Stockholm,Södra Sofia,18-64,80-90,60-70
01,0180,0180C3020,Stockholm,Stockholm,Södra Sofia,65+,90-100,80-90
01,0180,0180C3010,Stockholm,Stockholm,Liljeholmen,18-64,60-70,40-50
01,0180,0180C3010,Stockholm,Stockholm,Liljeholmen,65+,80-90,80-90
01,0180,0180C2990,Stockholm,Stockholm,Liljeholmen,18-64,70-80,50-60
01,0180,0180C2990,Stockholm,Stockholm,Liljeholmen,65+,80-90,80-90
13,1380,1380C1020,Halland,Halmstad,Laxvik-Påarp-Trönninge,18-64,80-90,60-70
13,1380,1380C1020,Halland,Halmstad,Laxvik-Påarp-Trönninge,65+,90-100,90-100
08,0880,0880B3020,Kalmar,Kalmar,Kalmar södra kommundelen,18-64,80-90,70-80
08,0880,0880B3020,Kalmar,Kalmar,Kalmar södra kommundelen,65+,90-100,90-100
13,1381,1381A0040,Halland,Laholm,Hishult-Knäreds omland,18-64,70-80,50-60
13,1381,1381A0040,Halland,Laholm,Hishult-Knäreds omland,65+,90-100,90-100
01,0180,0180C2920,Stockholm,Stockholm,Hägersten,18-64,80-90,60-70
01,0180,0180C2920,Stockholm,Stockholm,Hägersten,65+,80-90,80-90
08,0840,0840B2010,Kalmar,Mörbylånga,Färjestaden södra,18-64,80-90,70-80
08,0840,0840B2010,Kalmar,Mörbylånga,Färjestaden södra,65+,90-100,90-100
08,0840,0840B2030,Kalmar,Mörbylånga,Färjestaden centrala,18-64,80-90,60-70
08,0840,0840B2030,Kalmar,Mörbylånga,Färjestaden centrala,65+,90-100,90-100
08,0880,0880B2010,Kalmar,Kalmar,Boholmarna-Dunö-Rinkabyholm,18-64,80-90,70-80
08,0880,0880B2010,Kalmar,Kalmar,Boholmarna-Dunö-Rinkabyholm,65+,90-100,90-100
08,0880,0880C1010,Kalmar,Kalmar,Kalmar centrala-Stensö,18-64,90-100,70-80
08,0880,0880C1010,Kalmar,Kalmar,Kalmar centrala-Stensö,65+,90-100,90-100
08,0862,0862A0010,Kalmar,Emmaboda,Vissefjärda-Vissefjärda omland,18-64,70-80,60-70
08,0862,0862A0010,Kalmar,Emmaboda,Vissefjärda-Vissefjärda omland,65+,90-100,90-100
08,0880,0880C1020,Kalmar,Kalmar,Kalmar centrala-Stensö,18-64,80-90,60-70
08,0880,0880C1020,Kalmar,Kalmar,Kalmar centrala-Stensö,65+,90-100,90-100
08,0840,0840B2040,Kalmar,Mörbylånga,Färjestaden norra,18-64,80-90,70-80
08,0840,0840B2040,Kalmar,Mörbylånga,Färjestaden norra,65+,90-100,90-100
01,0180,0180C2970,Stockholm,Stockholm,Aspudden,18-64,80-90,60-70
01,0180,0180C2970,Stockholm,Stockholm,Aspudden,65+,80-90,70-80
01,0180,0180C3030,Stockholm,Stockholm,Aspudden,18-64,70-80,60-70
01,0180,0180C3030,Stockholm,Stockholm,Aspudden,65+,80-90,80-90
13,1380,1380C1050,Halland,Halmstad,Fyllinge,18-64,70-80,50-60
13,1380,1380C1050,Halland,Halmstad,Fyllinge,65+,90-100,80-90
08,0880,0880C1030,Kalmar,Kalmar,Kalmar centrala-Stensö,18-64,80-90,60-70
08,0880,0880C1030,Kalmar,Kalmar,Kalmar centrala-Stensö,65+,90-100,90-100
08,0880,0880C1070,Kalmar,Kalmar,Tegelviken-Västra Malmen,18-64,80-90,70-80
08,0880,0880C1070,Kalmar,Kalmar,Tegelviken-Västra Malmen,65+,90-100,90-100
13,1380,1380C1080,Halland,Halmstad,Andersberg,18-64,50-60,30-40
13,1380,1380C1080,Halland,Halmstad,Andersberg,65+,70-80,70-80
01,0180,0180C3170,Stockholm,Stockholm,Östra Katarina,18-64,80-90,60-70
01,0180,0180C3170,Stockholm,Stockholm,Östra Katarina,65+,90-100,90-100
13,1380,1380C1030,Halland,Halmstad,Fyllinge,18-64,70-80,60-70
13,1380,1380C1030,Halland,Halmstad,Fyllinge,65+,90-100,90-100
07,0765,0765B2010,Kronoberg,Älmhult,Diö-Liatorp,18-64,70-80,50-60
07,0765,0765B2010,Kronoberg,Älmhult,Diö-Liatorp,65+,90-100,90-100
08,0880,0880A0030,Kalmar,Kalmar,Boholmarna-Dunö-Rinkabyholm,18-64,80-90,70-80
08,0880,0880A0030,Kalmar,Kalmar,Boholmarna-Dunö-Rinkabyholm,65+,90-100,90-100
13,1380,1380C1040,Halland,Halmstad,Söndrum,18-64,80-90,70-80
13,1380,1380C1040,Halland,Halmstad,Söndrum,65+,90-100,90-100
08,0880,0880C1080,Kalmar,Kalmar,Tegelviken-Västra Malmen,18-64,80-90,60-70
08,0880,0880C1080,Kalmar,Kalmar,Tegelviken-Västra Malmen,65+,90-100,80-90
13,1380,1380C1110,Halland,Halmstad,Bäckagård,18-64,70-80,60-70
13,1380,1380C1110,Halland,Halmstad,Bäckagård,65+,90-100,90-100
08,0880,0880C1090,Kalmar,Kalmar,Östra Norrgård-Östra Malmen,18-64,80-90,60-70
08,0880,0880C1090,Kalmar,Kalmar,Östra Norrgård-Östra Malmen,65+,90-100,90-100
13,1380,1380C1060,Halland,Halmstad,Eketånga,18-64,90-100,80-90
13,1380,1380C1060,Halland,Halmstad,Eketånga,65+,90-100,90-100
07,0767,0767A0010,Kronoberg,Markaryd,Markaryds kommuns landsbygd,18-64,70-80,50-60
07,0767,0767A0010,Kronoberg,Markaryd,Markaryds kommuns landsbygd,65+,90-100,80-90
13,1380,1380C1070,Halland,Halmstad,Larsfrid-Östra Stranden,18-64,60-70,40-50
13,1380,1380C1070,Halland,Halmstad,Larsfrid-Östra Stranden,65+,80-90,80-90
08,0880,0880C1100,Kalmar,Kalmar,Kalmar centrala-Stensö,18-64,80-90,70-80
08,0880,0880C1100,Kalmar,Kalmar,Kalmar centrala-Stensö,65+,90-100,90-100
01,0180,0180C3250,Stockholm,Stockholm,Östra Katarina,18-64,80-90,60-70
01,0180,0180C3250,Stockholm,Stockholm,Östra Katarina,65+,90-100,80-90
01,0180,0180C3280,Stockholm,Stockholm,Södra Station,18-64,80-90,70-80
01,0180,0180C3280,Stockholm,Stockholm,Södra Station,65+,90-100,90-100
17,1761,1761C1050,Värmland,Hammarö,Skoghall-Mörmon,18-64,80-90,60-70
17,1761,1761C1050,Värmland,Hammarö,Skoghall-Mörmon,65+,90-100,90-100
01,0180,0180C3260,Stockholm,Stockholm,Västra Katarina,18-64,60-70,40-50
01,0180,0180C3260,Stockholm,Stockholm,Västra Katarina,65+,80-90,70-80
01,0180,0180C3290,Stockholm,Stockholm,Östra Katarina,18-64,70-80,50-60
01,0180,0180C3290,Stockholm,Stockholm,Östra Katarina,65+,90-100,80-90
01,0180,0180C3310,Stockholm,Stockholm,Södra Högalid,18-64,80-90,60-70
01,0180,0180C3310,Stockholm,Stockholm,Södra Högalid,65+,90-100,80-90
08,0880,0880B2020,Kalmar,Kalmar,Boholmarna-Dunö-Rinkabyholm,18-64,80-90,70-80
08,0880,0880B2020,Kalmar,Kalmar,Boholmarna-Dunö-Rinkabyholm,65+,90-100,90-100
13,1380,1380C1150,Halland,Halmstad,Brogård-Snöstorp,18-64,80-90,70-80
13,1380,1380C1150,Halland,Halmstad,Brogård-Snöstorp,65+,90-100,90-100
13,1380,1380C1270,Halland,Halmstad,Halmstad centrum västra-Galgberget,18-64,70-80,50-60
13,1380,1380C1270,Halland,Halmstad,Halmstad centrum västra-Galgberget,65+,90-100,80-90
08,0880,0880A0040,Kalmar,Kalmar,Kalmar södra kommundelen,18-64,70-80,60-70
08,0880,0880A0040,Kalmar,Kalmar,Kalmar södra kommundelen,65+,90-100,90-100
08,0880,0880C1150,Kalmar,Kalmar,Djurängen-Funkabo-Oxhagen,18-64,70-80,50-60
08,0880,0880C1150,Kalmar,Kalmar,Djurängen-Funkabo-Oxhagen,65+,90-100,90-100
13,1380,1380C1230,Halland,Halmstad,Alet-Mickedala-Rotorp,18-64,80-90,60-70
13,1380,1380C1230,Halland,Halmstad,Alet-Mickedala-Rotorp,65+,90-100,90-100
01,0182,0182C1310,Stockholm,Nacka,Södra Boo,18-64,80-90,60-70
01,0182,0182C1310,Stockholm,Nacka,Södra Boo,65+,90-100,90-100
17,1761,1761C1040,Värmland,Hammarö,Skoghall-Vidöåsen,18-64,80-90,70-80
17,1761,1761C1040,Värmland,Hammarö,Skoghall-Vidöåsen,65+,90-100,90-100
13,1380,1380C1180,Halland,Halmstad,Söndrum,18-64,80-90,70-80
13,1380,1380C1180,Halland,Halmstad,Söndrum,65+,90-100,90-100
13,1380,1380C1280,Halland,Halmstad,Halmstad centrum östra-Nyatorp,18-64,70-80,40-50
13,1380,1380C1280,Halland,Halmstad,Halmstad centrum östra-Nyatorp,65+,80-90,80-90
13,1380,1380C1290,Halland,Halmstad,Halmstad centrum östra-Nyatorp,18-64,70-80,40-50
13,1380,1380C1290,Halland,Halmstad,Halmstad centrum östra-Nyatorp,65+,90-100,90-100
18,1883,1883C1130,Örebro,Karlskoga,Karlskoga norra tätort,18-64,80-90,70-80
18,1883,1883C1130,Örebro,Karlskoga,Karlskoga norra tätort,65+,90-100,90-100
01,0180,0180C3070,Stockholm,Stockholm,Liljeholmen,18-64,80-90,70-80
01,0180,0180C3070,Stockholm,Stockholm,Liljeholmen,65+,90-100,90-100
01,0180,0180C3190,Stockholm,Stockholm,Östra Katarina,18-64,80-90,60-70
01,0180,0180C3190,Stockholm,Stockholm,Östra Katarina,65+,90-100,80-90
01,0180,0180C3120,Stockholm,Stockholm,Liljeholmen,18-64,80-90,70-80
01,0180,0180C3120,Stockholm,Stockholm,Liljeholmen,65+,90-100,90-100
01,0182,0182C1250,Stockholm,Nacka,Alphyddan-Finntorp,18-64,80-90,50-60
01,0182,0182C1250,Stockholm,Nacka,Alphyddan-Finntorp,65+,90-100,90-100
08,0880,0880C1130,Kalmar,Kalmar,Getingen-Tallhagen-Västra Norrgård,18-64,80-90,60-70
08,0880,0880C1130,Kalmar,Kalmar,Getingen-Tallhagen-Västra Norrgård,65+,90-100,90-100
13,1380,1380C1240,Halland,Halmstad,Nyhem norra-Nyhem Västra,18-64,60-70,40-50
13,1380,1380C1240,Halland,Halmstad,Nyhem norra-Nyhem Västra,65+,80-90,70-80
13,1380,1380C1310,Halland,Halmstad,Furet-Gamletull,18-64,80-90,60-70
13,1380,1380C1310,Halland,Halmstad,Furet-Gamletull,65+,90-100,90-100
13,1380,1380C1300,Halland,Halmstad,Halmstad centrum-Slottsjorden,18-64,70-80,50-60
13,1380,1380C1300,Halland,Halmstad,Halmstad centrum-Slottsjorden,65+,90-100,90-100
08,0880,0880C1160,Kalmar,Kalmar,Djurängen-Funkabo-Oxhagen,18-64,80-90,60-70
08,0880,0880C1160,Kalmar,Kalmar,Djurängen-Funkabo-Oxhagen,65+,90-100,90-100
08,0880,0880B2030,Kalmar,Kalmar,Västra Smedby,18-64,70-80,50-60
08,0880,0880B2030,Kalmar,Kalmar,Västra Smedby,65+,90-100,90-100
08,0880,0880B2040,Kalmar,Kalmar,Östra Smedby,18-64,70-80,60-70
08,0880,0880B2040,Kalmar,Kalmar,Östra Smedby,65+,90-100,90-100
13,1380,1380C1120,Halland,Halmstad,Alet-Mickedala-Rotorp,18-64,80-90,60-70
13,1380,1380C1120,Halland,Halmstad,Alet-Mickedala-Rotorp,65+,90-100,90-100
08,0880,0880C1140,Kalmar,Kalmar,Djurängen-Funkabo-Oxhagen,18-64,70-80,50-60
08,0880,0880C1140,Kalmar,Kalmar,Djurängen-Funkabo-Oxhagen,65+,90-100,90-100
13,1380,1380C1320,Halland,Halmstad,Vallås västra,18-64,60-70,40-50
13,1380,1380C1320,Halland,Halmstad,Vallås västra,65+,80-90,80-90
01,0180,0180C3490,Stockholm,Stockholm,Mellersta Högalid,18-64,80-90,70-80
01,0180,0180C3490,Stockholm,Stockholm,Mellersta Högalid,65+,90-100,90-100
13,1380,1380C1140,Halland,Halmstad,Frösakull-Tylösand-Villshärad,18-64,80-90,70-80
13,1380,1380C1140,Halland,Halmstad,Frösakull-Tylösand-Villshärad,65+,90-100,90-100
08,0880,0880C1180,Kalmar,Kalmar,Berga,18-64,80-90,80-90
08,0880,0880C1180,Kalmar,Kalmar,Berga,65+,90-100,90-100
08,0880,0880C1170,Kalmar,Kalmar,Djurängen-Funkabo-Oxhagen,18-64,70-80,50-60
08,0880,0880C1170,Kalmar,Kalmar,Djurängen-Funkabo-Oxhagen,65+,90-100,90-100
13,1380,1380C1340,Halland,Halmstad,Halmstad centrum västra-Galgberget,18-64,70-80,50-60
13,1380,1380C1340,Halland,Halmstad,Halmstad centrum västra-Galgberget,65+,90-100,90-100
13,1380,1380C1330,Halland,Halmstad,Vallås norra-Vallås östra,18-64,70-80,50-60
13,1380,1380C1330,Halland,Halmstad,Vallås norra-Vallås östra,65+,90-100,90-100
13,1380,1380C1260,Halland,Halmstad,Eketånga,18-64,90-100,70-80
13,1380,1380C1260,Halland,Halmstad,Eketånga,65+,90-100,90-100
08,0880,0880C1190,Kalmar,Kalmar,Djurängen-Funkabo-Oxhagen,18-64,70-80,50-60
08,0880,0880C1190,Kalmar,Kalmar,Djurängen-Funkabo-Oxhagen,65+,90-100,90-100
13,1380,1380C1250,Halland,Halmstad,Brogård-Snöstorp,18-64,80-90,60-70
13,1380,1380C1250,Halland,Halmstad,Brogård-Snöstorp,65+,90-100,90-100
13,1380,1380C1360,Halland,Halmstad,Frennarp-Kärleken-Slottsmöllan,18-64,90-100,70-80
13,1380,1380C1360,Halland,Halmstad,Frennarp-Kärleken-Slottsmöllan,65+,90-100,90-100
